hip,ra,dec,plx,e_plx,pmra,pmdec,b_v,vmag,btmag,vtmag
292,0.90870678,70.30603307,2.92,0.79,10.74,-1.86,-0.019,8.11,8.078,8.104
293,0.91589999,-57.16443914,13.14,0.97,25.57,-9.58,0.488,8.29,8.867,8.359
294,0.91715645,3.90700467,8.63,1.11,-23.55,-12.87,0.401,7.89,8.332,7.932
295,0.91866516,-41.09585606,2.83,1.45,12.38,-11.99,0.397,9.67,10.133,9.727
296,0.92207847,-28.39584776,25.29,1.11,280.23,-143.11,0.78,8.24,9.209,8.325
297,0.92444478,48.43692667,6.42,0.75,-25.44,-8.19,0.06,6.8,6.865,6.805
298,0.92695552,13.36518977,2.81,1.03,27.27,-9.64,1.015,8.18,9.479,8.294
299,0.93377179,-63.60066163,9.67,0.86,-6.07,-2.05,0.508,8.44,9.009,8.476
301,0.93488487,-17.33597002,14.31,0.92,28.57,-7.28,-0.047,4.55,4.492,4.539
300,0.93490863,42.02349764,6.04,0.85,76.5,10.12,0.244,7.45,7.743,7.487
302,0.96511407,66.71220273,3.31,0.6,7.86,-8.15,1.629,6.31,8.443,6.522
303,0.96915935,57.37827711,5.15,0.98,31.94,0.18,0.316,8.15,8.493,8.16
304,0.96979503,22.29607151,6.16,1.0,-1.47,-9.96,0.136,8.27,8.433,8.281
305,0.97206281,-28.3937693,20.44,0.96,88.62,-17.68,0.741,7.66,8.56,7.738
306,0.97473996,-57.8303572,14.36,2.44,150.24,-58.93,0.616,8.59,9.368,8.664
307,0.97971157,-42.55949968,16.27,2.71,90.57,6.6,1.26,11.55,,
308,0.98353978,14.37891704,13.9,0.84,79.34,-21.72,0.303,7.09,7.445,7.126
309,0.98590855,-45.28859728,4.59,1.04,9.33,-7.7,0.23,8.54,8.798,8.562
310,0.98741047,-43.1915036,12.24,1.44,106.17,-127.37,0.7,9.58,10.381,9.635
311,0.98758897,36.97021204,6.36,0.9,15.02,18.05,0.456,8.44,8.957,8.47
312,0.98959785,61.10364174,-0.56,0.85,-1.27,-2.43,0.36,8.59,9.0,8.69
313,0.99110213,-48.12518732,10.62,1.46,23.52,0.78,0.406,8.01,8.48,7.947
314,0.99172662,20.95381941,5.58,1.02,-32.62,-37.12,0.54,8.29,8.908,8.33
315,0.99220988,-71.27863488,6.67,0.97,7.29,-33.58,0.657,9.62,10.376,9.643
316,1.00099668,12.14583388,5.48,1.25,17.89,-15.14,0.355,7.26,7.574,7.214
317,1.00253201,-80.3950701,5.53,0.62,54.8,-18.63,0.314,7.91,8.269,7.963
318,1.00967468,-38.59474913,2.07,1.37,-8.65,-1.93,1.115,9.45,10.825,9.512
319,1.01581829,62.22195138,1.2,0.84,-2.24,-0.49,0.26,8.19,8.466,8.241
320,1.0212684,-16.99764075,6.48,4.13,33.37,-0.43,,12.14,,
321,1.03267114,-25.89254967,9.88,1.18,110.27,-46.78,0.607,8.93,9.643,8.977
322,1.03517441,56.92100467,3.93,0.97,-15.65,-8.76,0.992,7.65,8.926,7.771
324,1.04254351,17.43668381,8.18,1.0,-54.4,-16.6,0.491,8.53,9.056,8.576
6530,20.97263642,10.24778459,4.97,3.18,-1.07,-11.55,1.219,11.83,,
323,1.04272795,49.87020726,6.15,0.89,-8.01,-10.94,1.003,7.38,8.643,7.474
325,1.04362757,39.12012608,14.48,1.07,110.39,-92.11,0.615,8.56,9.314,8.65
326,1.04484023,11.26438632,0.82,1.22,-5.58,-4.8,1.692,8.76,10.982,8.938
327,1.04616137,-4.92610737,2.04,1.28,24.09,-1.72,0.39,9.56,10.043,9.681
328,1.04953066,-30.13491782,4.24,0.92,21.9,2.05,-0.085,7.09,6.975,7.063
329,1.05137431,-10.14127928,9.2,1.5,143.74,66.59,0.699,9.83,10.683,9.879
330,1.05693212,62.2876646,0.89,0.58,-0.99,-0.37,0.274,5.9,6.215,5.927
331,1.05951147,-26.95235161,1.88,2.21,7.81,-13.88,0.882,10.8,11.909,10.899
332,1.06083408,-34.41465369,6.58,0.94,67.55,-25.56,0.563,8.41,9.072,8.466
333,1.06304747,-17.42485068,5.54,1.44,-13.47,-16.35,0.16,9.05,9.298,9.066
334,1.06385875,60.15501928,0.07,0.98,-4.86,-1.66,0.08,8.79,8.857,8.802
335,1.06601848,14.08162325,5.57,1.09,20.54,-35.2,0.253,8.88,9.156,8.89
336,1.06656723,65.1529611,1.47,0.77,11.16,10.56,1.68,7.59,9.763,7.823
337,1.06725539,-25.91498946,11.87,1.49,-136.68,-190.18,0.75,9.6,10.441,9.728
338,1.06734897,66.34913841,-1.21,1.79,-0.62,-5.2,1.45,10.66,12.843,10.847
339,1.06871389,-59.31518062,4.12,0.84,21.79,-4.11,0.037,8.55,8.613,8.568
340,1.07383315,-43.98832631,14.91,1.01,5.43,-53.62,0.484,8.11,8.679,8.176
341,1.07749772,-23.25395215,0.58,1.57,-0.26,-5.18,1.069,9.44,10.771,9.517
342,1.07898302,-20.5687452,7.92,1.55,29.29,-51.95,0.549,9.6,10.284,9.697
343,1.08233885,-16.52888969,11.29,0.92,53.77,-60.27,1.084,5.78,7.193,5.898
344,1.08364803,40.10995515,6.82,2.4,-4.17,-2.78,1.5,10.66,,
345,1.08457463,-29.26883006,7.75,0.91,29.15,3.44,0.006,6.38,6.383,6.378
346,1.08780834,-53.90948292,5.27,1.12,59.8,20.09,1.031,8.8,10.12,8.915
347,1.08869988,54.27460172,2.46,0.85,7.15,-4.35,-0.089,7.79,7.66,7.771
348,1.08880039,12.95705512,16.79,1.13,317.8,97.64,0.64,8.6,9.371,8.667
349,1.09539438,-29.38157885,4.1,1.06,20.68,2.45,-0.058,7.77,7.689,7.747
350,1.0993091,-57.32287483,21.14,1.62,-36.89,74.23,1.1,10.37,11.832,10.498
351,1.1026229,-47.06812971,22.52,1.48,293.22,33.72,0.855,9.8,10.871,9.841
352,1.11010195,58.06878245,12.99,1.76,436.94,-37.12,0.8,10.42,11.391,10.414
353,1.11103092,-44.56734318,5.72,6.2,233.9,22.05,0.971,11.63,,
354,1.12334321,51.8293046,3.01,1.4,2.09,-5.35,1.001,9.22,10.51,9.343
355,1.1255098,-10.50949443,2.03,0.93,-6.49,-11.88,1.619,4.99,7.081,5.129
356,1.12570193,-6.96533727,9.89,1.1,-42.55,-17.21,0.611,8.43,9.144,8.501
357,1.12719406,-72.8972207,10.92,0.64,11.31,-41.13,0.444,7.33,7.852,7.375
358,1.13935928,-76.34653399,0.95,0.79,15.43,17.25,1.025,8.93,10.218,9.02
359,1.14426919,-76.87353696,17.09,0.88,177.47,-15.22,0.639,9.09,9.851,9.159
360,1.14551227,71.96854252,4.67,0.93,-3.02,0.31,1.162,9.26,10.809,9.436
361,1.14780002,-71.69499867,3.4,0.93,10.85,-3.02,1.036,8.73,10.071,8.86
362,1.15064352,-19.43786312,-0.43,1.49,-11.31,-12.14,1.169,9.18,10.669,9.287
363,1.15170942,43.55131855,2.15,1.05,-4.57,-2.54,2.53,8.12,11.636,8.43
364,1.15203505,-15.88920125,1.99,1.57,-3.21,-11.15,1.149,9.26,10.716,9.36
366,1.15246785,-31.16905083,1.59,1.32,11.34,0.38,1.181,8.94,10.479,9.082
365,1.15248379,42.09256148,1.94,1.12,-11.94,-12.73,0.159,6.11,6.272,6.106
367,1.15561443,-81.34531911,1.38,0.79,1.33,0.45,0.239,9.13,9.402,9.151
368,1.15607578,2.93722463,4.83,1.03,20.68,1.42,1.249,7.9,9.526,8.042
369,1.15890684,29.72229656,1.26,1.47,-6.0,-6.91,0.95,9.34,10.548,9.447
370,1.15940288,-51.58336438,2.46,0.81,9.42,14.58,1.26,7.13,8.78,7.283
371,1.16032911,-50.03593839,0.81,2.56,16.26,5.45,1.021,10.82,12.027,11.006
372,1.16559564,-70.40421693,4.15,0.66,83.78,-17.85,1.072,7.46,8.835,7.577
373,1.1659799,-8.18490648,1.39,1.34,1.18,-19.23,1.508,8.72,10.627,8.815
374,1.16704444,34.26519797,6.13,1.59,-15.8,-30.38,1.1,7.02,8.321,7.181
375,1.16729373,34.27150566,6.13,1.59,123.4,-59.91,,9.08,,
376,1.171564,6.52258527,4.04,1.18,-68.65,-55.87,0.881,8.37,9.474,8.465
377,1.17188841,-71.43685835,5.7,0.53,30.0,-13.62,-0.1,5.59,5.456,5.571
378,1.17191906,14.96533616,11.46,0.84,7.51,-42.24,0.422,7.37,7.869,7.422
379,1.17432297,67.16638761,10.3,0.58,95.58,23.8,1.051,5.68,7.033,5.802
380,1.17796311,17.06977988,7.35,1.12,73.31,-18.46,0.792,8.56,9.549,8.659
381,1.18518654,51.53385066,2.46,1.14,10.28,-5.27,-0.014,8.72,8.677,8.697
382,1.18816317,-32.36102308,4.16,1.2,-18.85,-9.18,0.368,9.06,9.472,9.095
383,1.18887204,0.05649086,4.08,1.2,3.47,4.68,0.433,8.82,9.311,8.852
384,1.19286162,1.53694172,5.84,1.2,-18.84,-19.35,0.376,8.18,8.612,8.224
385,1.19515384,38.17382611,9.37,2.81,22.27,-64.96,0.735,9.39,10.401,9.506
386,1.20394853,68.1886971,-0.59,1.02,-0.94,-1.15,0.652,9.1,9.89,9.182
387,1.20814095,38.78622411,1.61,0.92,-3.01,-4.25,0.556,8.46,9.122,8.526
388,1.21025761,6.41668139,5.46,1.38,-9.52,-11.96,0.394,9.15,9.599,9.182
389,1.21171086,-29.63304603,5.65,1.16,21.46,2.9,0.002,8.28,8.284,8.282
390,1.2117523,50.23487696,4.86,2.61,-4.54,-2.23,,11.67,,
391,1.21196013,43.97079063,6.95,1.91,-91.44,-29.53,0.43,8.18,8.488,8.051
392,1.21651501,30.08593131,10.47,1.53,71.44,-33.54,0.478,7.93,8.523,8.014
393,1.21827175,51.98257157,3.05,1.34,25.3,5.99,0.964,9.21,10.429,9.31
394,1.22172791,34.65955259,27.18,4.3,769.11,100.49,0.632,6.09,6.87,6.176
395,1.22216274,-30.25661295,3.15,1.1,17.66,3.82,0.036,8.31,8.35,8.299
396,1.22460634,-31.99660262,2.91,0.97,2.7,-20.85,1.256,7.83,9.466,7.973
397,1.22530082,52.2489413,3.73,1.1,13.22,-3.38,0.082,8.72,8.802,8.719
398,1.2290269,58.53217392,2.13,0.82,9.06,-3.04,0.025,6.61,6.602,6.575
399,1.23302998,26.64879958,5.34,0.77,112.32,-14.52,1.368,6.25,8.045,6.41
400,1.23366004,23.26964739,39.06,0.93,382.15,-7.45,0.755,7.82,8.763,7.902
401,1.23422583,56.0569593,3.49,1.2,-3.6,-3.83,1.614,8.66,10.744,8.798
402,1.23494365,64.78140759,6.02,0.81,-8.63,5.09,0.475,8.15,8.705,8.2
403,1.23720433,-18.17850304,11.56,1.31,-14.7,-91.68,0.674,8.97,9.822,9.067
405,1.23950992,51.18064908,1.55,1.04,0.39,-2.3,1.201,8.15,9.691,8.269
404,1.23961728,45.67395209,14.53,1.21,17.18,-65.33,0.55,7.47,8.024,7.407
406,1.24392487,26.72525618,1.67,1.1,22.95,2.43,1.57,8.63,10.696,8.847
407,1.24427458,-70.21220744,22.09,0.71,52.32,-97.72,0.71,8.13,8.986,8.196
408,1.24502692,57.46874679,4.41,1.1,23.21,-3.47,0.986,8.23,9.46,8.312
409,1.24608894,-70.49241628,8.49,0.77,-0.59,-27.33,0.461,8.41,8.909,8.451
410,1.25472644,27.67479979,7.63,0.76,83.36,-6.57,0.946,6.47,7.669,6.574
411,1.25663332,33.36001239,-0.99,1.46,1.24,-1.16,1.54,9.83,11.841,9.989
412,1.25755802,66.5167896,6.19,1.54,43.49,0.09,1.3,8.64,9.23,8.735
413,1.26034142,-36.01527326,19.78,0.87,210.16,62.72,0.537,7.73,8.384,7.815
414,1.26224739,-59.82810463,1.96,0.95,-1.51,-6.84,0.889,8.64,9.756,8.736
415,1.26379805,9.28002796,8.38,1.24,9.88,-27.69,0.415,8.94,9.44,9.0
416,1.26440114,1.03782858,8.73,1.17,108.93,-48.88,0.759,8.84,9.735,8.89
417,1.26581912,-0.50290553,6.95,0.81,44.86,-53.47,1.099,6.32,7.712,6.426
418,1.27555231,61.31396468,4.5,0.56,14.29,2.24,-0.067,5.8,5.704,5.783
419,1.27871117,-42.56781669,5.12,1.34,-67.38,-21.1,0.86,8.97,10.07,9.073
420,1.28166779,-52.15142338,23.9,0.85,-110.55,-130.74,0.577,7.53,8.221,7.597
421,,,,,,,,8.83,,
422,1.28675856,67.84002075,2.53,0.69,7.13,-7.08,1.288,7.41,9.096,7.563
423,1.28858787,30.32911509,5.43,1.9,-44.71,-34.32,0.437,7.8,8.277,7.816
425,1.29047896,-62.84527102,14.25,0.83,61.96,20.91,0.593,8.14,8.846,8.199
424,1.29075302,45.22907883,6.66,0.75,-27.19,-20.38,0.068,6.71,6.765,6.695
427,1.29143885,-43.85083352,1.42,1.2,45.23,1.19,1.124,8.73,10.156,8.832
426,1.29174694,30.33130736,6.64,8.01,-47.21,-37.27,0.51,9.37,9.835,9.387
429,1.29232665,2.39731072,11.12,1.22,41.95,-42.19,0.644,8.69,9.444,8.746
428,1.29233645,45.78693438,86.98,1.41,869.68,-151.13,1.472,9.95,11.771,10.131
430,1.29294285,-32.46851165,6.27,0.87,-62.32,-65.92,1.128,7.1,8.547,7.218
431,1.30198518,36.30368114,2.45,0.9,30.18,-4.15,0.496,8.09,8.658,8.145
432,1.30417878,35.57110311,10.35,0.81,2.96,-37.47,0.174,6.88,7.085,6.903
433,1.3119092,3.00739806,-0.08,1.69,-12.35,2.85,1.037,9.48,10.819,9.606
434,1.31348863,-27.27160831,1.4,1.32,130.26,-41.05,0.692,9.04,9.767,9.129
435,1.31357538,-49.14221463,10.28,1.33,47.02,30.07,0.538,9.3,9.84,9.362
436,1.32445343,-67.8312267,62.48,0.82,-117.19,-560.77,1.076,8.49,9.869,8.6
437,1.32451324,48.47719511,3.18,1.04,-6.25,-9.73,0.998,8.3,9.542,8.379
438,1.32686621,-1.79412136,2.21,1.04,54.07,14.92,0.991,7.95,9.21,8.056
440,1.33276937,68.8844091,5.31,0.63,37.01,9.92,-0.006,7.08,7.068,7.08
441,1.33296709,-38.85723115,4.29,0.83,73.31,32.46,0.94,6.93,8.127,7.04
442,1.33346262,-21.31530277,4.33,1.15,-19.41,-14.59,-0.06,8.38,8.307,8.372
443,1.33394073,-5.70783255,25.38,1.05,-8.29,88.19,1.029,4.61,5.958,4.738
439,1.33455564,-37.3516811,229.33,1.08,5634.07,-2337.94,1.462,8.56,10.374,8.74
444,1.33660254,-59.81448691,1.29,1.02,44.28,-7.08,1.156,8.78,10.276,8.911
445,1.34012165,-56.95562054,9.55,0.76,33.77,-11.65,0.191,7.42,7.643,7.436
447,1.3419003,8.7879537,1.69,1.27,259.85,-59.32,1.052,8.26,9.531,8.332
446,1.3422976,-79.25391278,5.05,0.64,23.81,66.32,1.093,7.71,9.135,7.851
448,1.34271288,3.60610712,6.75,1.03,-20.57,-6.31,1.12,6.91,8.342,7.023
449,1.34473977,-33.49941419,9.89,1.18,28.76,21.23,0.782,9.16,10.083,9.207
450,1.34994786,28.54375172,3.3,1.34,-3.74,-11.46,1.199,8.99,10.529,9.109
451,1.35116229,16.32907717,4.55,0.99,33.98,-29.12,0.46,8.63,9.164,8.675
452,1.35565957,21.56940242,2.61,1.46,37.44,-0.91,0.599,9.9,10.692,10.047
453,1.35611944,-3.85159559,4.65,0.92,-5.85,-31.99,1.045,7.59,8.926,7.703
454,1.36004465,-14.42209198,4.76,0.99,13.71,-41.06,0.99,7.39,8.644,7.491
455,1.36474708,76.29156292,6.35,13.02,-10.4,1.81,,11.99,,
456,1.36543236,-37.30254152,4.79,0.99,47.03,2.14,1.123,7.78,9.22,7.897
457,1.36678819,-42.88738421,2.01,0.96,-12.75,-1.29,1.62,7.47,9.508,7.713
458,1.36762563,-7.66532823,3.07,0.93,20.67,-37.87,1.444,6.97,8.855,7.124
459,1.36813317,-61.22566452,18.57,0.95,82.34,-77.7,0.666,8.82,9.641,8.897
460,1.36976446,22.22467477,22.2,1.14,169.54,-75.17,0.735,9.13,10.067,9.232
461,1.37106856,34.10565584,11.04,0.91,-14.88,26.52,0.494,7.86,8.439,7.913
462,1.37961808,-9.61729691,19.81,0.94,92.83,-71.33,0.446,7.13,7.664,7.19
463,1.38325838,-35.12972759,-1.03,1.35,-3.54,-4.42,0.995,9.45,10.689,9.53
465,1.39092668,76.28582649,3.94,1.45,10.5,-3.56,1.249,8.78,10.875,8.926
466,1.395476,53.17169568,3.52,0.83,16.36,-0.82,1.174,7.23,8.749,7.361
467,1.39643718,-47.5693186,6.89,1.46,75.27,-13.52,0.725,9.73,10.611,9.789
468,1.39896188,-61.30989474,4.25,0.72,4.88,9.09,0.993,7.36,8.638,7.481
469,1.40103106,-51.26045604,2.3,0.82,12.06,-14.52,1.444,7.36,9.243,7.512
470,1.40397116,43.40143611,0.47,0.94,12.18,-6.32,-0.18,8.47,8.207,8.43
471,1.41191024,-58.28951949,2.52,1.1,-2.67,-8.5,1.537,9.37,11.449,9.6
472,1.41549758,55.7099023,4.25,0.78,8.82,-1.82,1.187,6.99,8.522,7.117
473,1.41782275,45.81245496,85.1,2.74,878.73,-153.87,1.41,8.2,9.954,8.299
474,1.42019898,44.46868671,7.0,1.01,-1.44,-4.46,0.247,8.36,8.655,8.403
475,1.42333268,58.31365552,21.03,1.06,65.98,-162.94,0.636,8.22,8.964,8.288
476,1.42473238,13.39628227,8.75,0.8,42.59,-6.51,0.901,5.55,6.68,5.646
477,1.42893454,-29.9606343,5.59,1.7,22.96,-0.2,0.353,9.91,10.306,10.016
478,1.42927167,-22.50977022,2.19,1.68,38.35,-2.37,0.524,9.67,10.303,9.735
480,1.43016919,-15.36550173,1.87,1.29,-10.35,7.55,1.1,8.6,10.016,8.722
479,1.43020191,25.61517178,1.32,1.52,-4.22,-0.58,0.923,10.07,11.209,10.144
481,1.43360334,-36.77845599,7.28,1.45,-13.98,-75.3,0.677,10.15,10.978,10.219
482,1.43504635,17.84032678,5.95,1.68,56.51,-14.95,0.414,7.75,8.189,7.724
483,1.4390417,81.07146901,4.01,0.94,20.32,1.02,0.097,9.21,9.311,9.211
484,1.44169115,-19.66981225,-0.26,1.41,-25.09,-178.78,0.787,9.66,10.62,9.701
485,1.44777978,47.08729369,2.62,1.01,5.29,-0.53,0.045,8.47,8.525,8.481
486,1.45705278,-52.82010001,6.18,1.34,12.27,15.2,0.507,9.37,9.932,9.4
487,1.46242223,78.73840785,11.21,1.34,97.43,44.31,0.617,9.44,10.225,9.511
488,1.46256763,-68.55128874,7.92,1.61,-62.33,-34.68,0.646,9.99,10.829,10.111
489,1.46611168,2.76462706,13.23,1.74,-82.76,-124.39,0.782,10.38,11.327,10.451
490,1.46861724,-41.7528821,24.85,0.92,97.62,-76.4,0.595,7.51,8.221,7.574
491,1.46996926,12.52743978,2.92,1.19,2.84,-34.41,1.19,8.91,10.464,9.055
493,1.47850515,18.23536692,26.24,0.82,-150.87,-149.7,0.596,7.45,8.156,7.514
492,1.47853237,-14.4327289,6.5,1.46,-7.1,-21.1,0.51,9.57,10.112,9.629
494,1.47971363,-68.81162782,12.99,0.94,-37.21,11.68,0.585,8.99,9.693,9.057
495,1.48151411,18.07622626,25.77,2.07,-149.96,-147.27,0.92,8.58,9.786,8.655
496,1.48628758,24.56904604,5.31,0.73,34.93,-17.05,1.564,6.9,8.954,7.071
497,1.48768965,49.62234797,7.05,1.15,-6.91,-1.86,0.3,7.55,7.951,7.635
498,1.4928082,44.73937991,4.26,0.91,-2.15,0.54,0.239,7.93,8.204,7.953
499,1.49565621,-54.64056978,0.87,1.53,-20.82,-23.99,0.915,9.71,10.844,9.79
500,1.50012278,-48.67872936,1.54,1.37,18.13,-12.18,1.812,9.57,11.961,9.818
501,1.50054698,-39.13751717,4.19,1.14,8.33,-27.75,1.357,8.55,10.321,8.7
502,1.50224247,28.27696051,2.9,0.77,-5.09,-4.69,1.531,6.62,8.613,6.772
503,1.50439459,16.45207976,3.07,1.01,4.6,-0.9,0.93,7.89,9.059,7.973
504,1.51336417,24.91664125,5.66,0.82,85.6,-16.84,1.112,7.51,8.923,7.614
505,1.51413834,63.67965857,0.08,0.65,-5.39,-0.93,0.126,7.36,7.525,7.394
506,1.51463805,53.27691513,1.33,1.08,1.87,-0.1,-0.039,8.66,8.605,8.653
507,1.51738261,-84.09820798,1.8,0.83,19.96,2.06,1.576,8.51,10.578,8.68
508,1.51773179,40.41853643,3.28,0.85,-2.99,-2.59,0.912,6.65,7.804,6.754
509,1.5216826,-31.44433776,13.05,1.67,-61.52,4.68,0.633,9.67,10.415,9.714
510,1.53342667,9.71496461,11.07,1.0,21.0,-10.87,0.501,7.8,8.345,7.851
511,1.53351571,0.12143808,5.34,1.01,12.33,-8.04,1.108,8.21,9.64,8.336
512,1.53776681,-29.15139035,4.39,0.96,17.44,3.49,-0.03,7.9,7.869,7.916
513,1.54746485,87.88938595,2.09,1.2,-9.03,15.82,1.0,8.94,10.231,9.065
514,1.54892826,-23.53856546,5.66,1.65,-14.53,-5.95,0.418,9.82,10.342,9.923
515,1.55483056,-1.88705095,7.38,1.55,-9.75,-46.6,0.509,8.69,9.313,8.77
516,1.55910676,-32.81635348,-0.16,1.12,14.06,1.41,1.612,8.57,10.706,8.805
517,1.56378577,-55.49869634,5.95,1.14,60.35,0.04,0.476,8.89,9.408,8.901
518,1.56474395,58.43668966,49.3,1.05,247.36,17.77,0.687,5.98,7.002,6.266
519,1.57000983,-64.24051492,5.38,1.67,36.94,17.19,0.459,7.92,8.343,7.861
520,1.57055075,-10.77847003,2.35,1.15,17.51,-3.02,1.539,7.6,9.658,7.846
521,1.57776022,-1.2380176,4.71,1.03,-19.71,-32.5,1.22,8.22,9.794,8.347
522,1.5777634,-49.07509405,39.0,0.64,575.21,-39.94,0.519,5.7,6.319,5.763
523,1.5787602,-65.83919547,56.92,2.73,195.8,-552.5,1.55,12.17,,
524,1.58300753,-12.01719883,7.24,1.32,66.5,5.96,0.487,8.75,9.296,8.789
525,1.58393383,40.89871965,8.6,0.73,82.91,10.65,1.086,6.93,8.337,7.062
526,1.58409669,60.45712221,4.78,0.82,43.26,-0.39,0.256,7.97,8.267,7.998
527,1.58655035,68.63612309,3.09,0.8,15.66,-8.07,1.431,8.06,9.934,8.22
528,1.59090838,-24.60254997,4.69,1.62,-14.64,-29.53,0.593,10.13,10.71,10.191
529,1.60400514,-18.03825665,6.73,0.9,14.92,1.87,0.402,7.31,7.776,7.357
530,1.60817878,42.75275856,8.11,0.91,79.25,0.52,0.624,8.35,9.086,8.423
531,1.61052855,64.19616859,3.32,0.54,9.7,0.01,-0.023,5.57,5.534,5.564
532,1.61191859,-74.40111182,4.6,1.18,31.88,5.27,0.526,9.85,10.389,9.877
533,1.61287384,-16.73761149,-1.67,1.78,-3.08,-5.64,1.045,9.16,10.485,9.262
534,1.61464392,-52.93312701,3.63,1.27,8.55,-1.03,1.349,9.03,10.752,9.141
535,1.61846773,-43.62772225,5.95,1.54,-2.42,-16.62,0.59,10.07,10.691,10.112
536,1.62196859,27.09013496,2.9,1.34,-1.36,-11.78,1.39,9.76,11.649,10.018
537,1.6304798,-21.50128389,3.91,1.56,19.98,8.2,0.41,9.35,9.831,9.369
538,1.63200384,5.82530112,13.26,2.41,200.72,38.74,1.008,10.95,,
539,1.64150277,43.78227474,6.15,1.06,-7.17,-21.31,0.426,8.87,9.331,8.879
540,1.64810682,28.55343687,5.13,0.79,-8.29,-13.54,0.986,6.68,7.947,6.799
541,1.64849601,-47.58474443,10.02,3.4,5.34,6.21,0.578,9.69,10.277,9.752
542,1.64950882,56.51450029,4.21,1.09,4.58,-8.15,0.112,8.05,8.186,8.07
543,1.65072541,-25.29566618,2.04,1.67,48.19,-7.84,0.506,10.3,10.796,10.297
544,1.65221045,29.02193518,72.98,0.75,379.94,-178.34,0.752,6.07,7.008,6.155
545,1.66031971,33.65427137,4.0,1.09,37.39,-9.1,1.107,8.51,9.95,8.648
546,1.66184341,-36.08467578,5.02,0.87,13.38,-38.63,1.038,7.71,9.048,7.834
547,1.6650581,-24.62067192,5.61,1.12,-25.68,-69.14,0.548,8.56,9.19,8.606
548,1.66696429,70.16926509,2.44,0.98,-0.03,-4.61,1.233,8.26,9.87,8.407
549,1.67070715,65.58769959,-0.29,2.47,4.07,-2.43,0.49,11.55,,
550,1.67432667,56.32466451,2.41,1.12,-3.89,-2.52,0.148,8.62,8.812,8.658
551,1.6826371,8.65733696,5.29,6.06,-39.3,-55.57,0.792,10.92,11.786,10.897
552,1.68869427,-6.26131902,1.92,2.72,5.73,3.4,0.759,10.51,11.467,10.622
553,1.69021404,-21.09148372,2.3,10.4,-246.51,-433.74,0.587,9.83,10.567,9.902
554,1.69303391,-13.74868727,9.89,1.59,-75.12,-81.81,0.69,9.84,10.716,9.968
555,1.69415329,10.06899229,4.82,1.5,13.09,23.99,0.494,9.74,10.334,9.808
556,1.6955746,-4.34981191,9.08,1.09,58.3,-88.21,0.574,8.21,8.886,8.27
557,1.69574083,23.49381547,6.36,0.97,40.61,2.69,0.41,8.72,9.188,8.78
558,1.69675999,-70.58944075,1.65,0.76,5.83,2.2,1.631,8.03,10.189,8.222
559,1.69982422,44.61284407,0.55,1.1,-4.15,-4.79,-0.09,9.0,8.835,8.99
560,1.70843563,-23.10742543,25.59,0.75,97.3,-47.09,0.386,6.19,6.635,6.23
561,1.70960701,68.16712552,3.17,2.2,1.37,-1.14,0.71,11.79,,
562,1.71097517,20.55974087,3.69,1.0,2.91,7.43,0.951,8.22,9.432,8.329
563,1.71117886,31.13044847,4.96,0.97,48.11,-10.64,1.107,7.93,9.344,8.041
564,1.71380391,-45.86393212,0.77,1.61,14.88,23.2,0.58,10.18,10.831,10.241
565,1.71801703,1.86101143,6.64,1.23,52.67,7.45,0.567,8.98,9.642,9.034
566,1.71819731,49.38212406,1.34,1.33,-7.64,-3.97,1.125,9.13,10.559,9.233
567,1.72206966,-38.87768936,3.69,0.8,-11.35,8.97,1.123,6.91,8.351,7.028
568,1.72236956,-55.16079775,1.16,1.17,16.42,-12.52,1.234,8.79,10.367,8.902
569,1.72480379,-3.62572272,18.71,1.05,-123.77,-222.42,0.58,8.23,8.923,8.31
570,1.73076217,-30.60851144,3.82,3.43,15.21,3.89,,12.19,,
571,1.73226563,-30.6030818,3.82,3.43,15.21,3.89,0.402,10.24,10.594,10.297
572,1.73390197,38.20259978,2.0,1.14,1.4,-24.92,1.114,8.83,10.274,8.962
573,1.73459748,-43.98527,3.73,0.94,41.23,16.72,0.955,7.62,8.834,7.726
574,1.74792713,-40.41400635,4.04,1.13,20.34,-6.27,0.446,8.96,9.474,9.001
575,1.74821471,65.53871712,2.89,1.9,-1.68,-1.36,0.51,10.41,10.964,10.458
576,1.74865205,53.97486354,3.75,1.18,-1.79,-4.2,0.05,8.97,9.016,8.967
577,1.75224377,32.87028504,15.97,1.47,176.9,-76.84,0.761,9.61,10.58,9.711
578,1.75830785,22.84448874,8.4,0.93,11.06,-15.23,0.387,8.29,8.729,8.333
579,1.76013095,5.28802852,0.43,1.15,-4.57,-13.5,1.552,8.3,10.353,8.525
580,1.76070652,-18.82075644,4.01,1.06,59.16,9.4,0.494,8.26,8.832,8.295
581,1.76733158,6.87560716,7.12,0.92,-36.14,-24.37,0.203,7.44,7.695,7.471
582,1.77282221,62.39273559,4.4,1.07,7.17,-2.62,0.19,9.52,9.668,9.462
583,1.77548337,85.40485204,4.41,0.71,28.93,3.5,0.295,8.2,8.538,8.227
584,1.78153664,-15.8500875,7.89,2.34,72.06,-29.35,0.529,8.68,9.245,8.746
585,1.78247366,-30.56157424,4.33,1.16,19.77,3.6,0.061,8.65,8.734,8.667
586,1.78337358,-23.03614091,6.74,2.27,24.5,-44.35,0.512,10.52,11.254,10.707
